0,270,3,32,1,73,3,25,2,165,3,35,1,300,3,53,2,117,3,370
1,150,3,7,0,623,3,5,2,35,3,20,1,30,3,10,2,14,3,37,0,1,3,295,0,210
0,270,1,75,3,30,2,15,1,5,3,40,2,5,3,10,1,17,2,63,3,10,2,90,1,10,3,45,2,35,3,10,1,25,3,25,2,30,1,30,3,245,2,40,1,45,3,270
0,165,3,135,2,70,3,50,0,60,3,50,1,130,3,275,2,10,3,75,1,40,3,5,1,375
